stream_index,source_ip,dest_ip,pkt_count,tcp_src_port,tcp_dest_port,tls_version,tls_max_client_tls_version,tls_server_name,tls_cipher_suites_length,tls_is_heartbeat_present,tls_is_record_limit_extension_present,tls_supported_group_length,tls_key_share_length,tls_selected_group,tls_handshake_ciphersuite,tls_key_share_group,tls_ec_points_format_length,tls_sig_hash_alg_length,tls_cert_length,tls_cert_size,tls_cert_begin,tls_cert_end,tls_handshake_extensions_length,tls_ja3_hash
180,192.168.64.11,2.19.61.85,10,33944,443,0x0304,0x304,static-assets.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
179,192.168.64.11,2.19.61.85,10,33942,443,0x0304,0x304,static-assets.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
186,192.168.64.11,2.19.61.85,10,33956,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
185,192.168.64.11,2.19.61.85,11,33954,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
184,192.168.64.11,2.19.61.85,11,33952,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
183,192.168.64.11,2.19.61.85,11,33950,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
182,192.168.64.11,2.19.61.85,11,33948,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
181,192.168.64.11,2.19.61.85,10,33946,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
187,192.168.64.11,13.224.245.99,16,39582,443,0x0304,0x304,js.stripe.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
189,192.168.64.11,2.18.84.142,29,37278,443,0x0303,0x304,s.go-mpulse.net,17.0,False,True,6.0,2,,0xc02c,29,1,4.0,2,2470,2022-04-15 00:00:00 (UTC),2023-04-19 23:59:59 (UTC),34,579ccef312d18482fc42e2b822ca2430
190,192.168.64.11,2.18.84.142,8,37280,443,0x0303,0x304,c.go-mpulse.net,17.0,False,True,6.0,2,,0xc02c,29,1,4.0,2,2470,2022-04-15 00:00:00 (UTC),2023-04-19 23:59:59 (UTC),40,579ccef312d18482fc42e2b822ca2430
191,192.168.64.11,2.18.84.142,8,37282,443,0x0303,0x304,02179911.akstat.io,17.0,False,True,6.0,2,,0xc02c,29,1,4.0,2,2470,2022-04-15 00:00:00 (UTC),2023-04-19 23:59:59 (UTC),40,579ccef312d18482fc42e2b822ca2430
192,192.168.64.11,108.156.46.122,15,43366,443,0x0304,0x304,m.stripe.network,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
193,192.168.64.11,142.250.179.238,14,55760,443,0x0304,0x304,www.google-analytics.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
195,192.168.64.11,142.250.187.228,22,47766,443,0x0304,0x304,www.google.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
194,192.168.64.11,216.35.221.71,10,42314,443,0x0303,0x304,api.npr.org,17.0,False,True,6.0,2,,0x009d,29,1,4.0,2,2841,2022-01-07 00:00:00 (UTC),2023-02-02 23:59:59 (UTC),5,579ccef312d18482fc42e2b822ca2430
196,192.168.64.11,34.149.226.120,18,40622,443,0x0304,0x304,abstractedauthority.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
197,192.168.64.11,13.224.245.120,18,36890,443,0x0304,0x304,rumcdn.geoedge.be,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
199,192.168.64.11,142.250.187.228,9,47772,443,0x0304,0x304,www.google.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
201,192.168.64.11,2.19.61.85,13,33984,443,0x0304,0x304,legacy.npr.org,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
202,192.168.64.11,13.107.21.200,21,56942,443,0x0303,0x304,bat.bing.com,17.0,False,True,6.0,2,,0xc030,29,1,4.0,2,4800,2022-06-10 01:15:41 (UTC),2022-12-10 01:15:41 (UTC),26,579ccef312d18482fc42e2b822ca2430
204,192.168.64.11,142.250.187.234,12,42644,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,52,02aa4679df284f240695da144b70c288
205,192.168.64.11,142.250.200.35,26,52484,443,0x0304,0x304,www.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
203,192.168.64.11,52.41.199.178,14,41880,443,0x0303,0x304,m.stripe.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2939,2022-04-11 00:00:00 (UTC),2022-08-03 23:59:59 (UTC),34,579ccef312d18482fc42e2b822ca2430
207,192.168.64.11,104.18.5.81,10,40130,443,0x0304,0x304,e1cef1f0-495f-4973-ba1c-880786e73a66.edge.permutive.app,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
208,192.168.64.11,35.244.142.80,17,56012,443,0x0304,0x304,cdn.pdst.fm,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
209,192.168.64.11,216.137.34.250,13,58304,443,0x0304,0x304,sc-static.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
210,192.168.64.11,13.32.168.122,8,48772,443,0x0304,0x304,js.adsrvr.org,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
212,192.168.64.11,34.107.254.252,4,39288,443,0x0304,0x304,api.permutive.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
213,192.168.64.11,35.190.43.134,4,33738,443,0x0304,0x304,tr.snapchat.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
215,192.168.64.11,35.190.43.134,4,33742,443,0x0304,0x304,tr.snapchat.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
214,192.168.64.11,35.190.43.134,4,33740,443,0x0304,0x304,tr.snapchat.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
216,192.168.64.11,35.241.9.51,4,33682,443,0x0304,0x304,e1cef1f0-495f-4973-ba1c-880786e73a66.prmutv.co,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
219,192.168.64.11,216.239.34.36,12,53166,443,0x0304,0x304,region1.google-analytics.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
220,192.168.64.11,34.120.237.76,61,52056,443,,,,,,,,,,,,,,,,,,,
223,192.168.64.11,52.84.93.86,65,33286,443,0x0304,0x304,getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
224,192.168.64.11,216.58.212.232,26,42946,443,0x0304,0x304,www.googletagmanager.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
225,192.168.64.11,104.16.149.64,23,39706,443,0x0304,0x304,cdn.cookielaw.org,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
227,192.168.64.11,151.101.62.217,16,44556,443,0x0303,0x304,fdyn.pubwise.io,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2870,2022-02-04 20:45:27 (UTC),2023-03-08 20:45:26 (UTC),38,579ccef312d18482fc42e2b822ca2430
226,192.168.64.11,151.101.62.217,10,44554,443,0x0303,0x304,fdyn.pubwise.io,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2870,2022-02-04 20:45:27 (UTC),2023-03-08 20:45:26 (UTC),38,579ccef312d18482fc42e2b822ca2430
229,192.168.64.11,13.224.245.62,25,33914,443,0x0304,0x304,assets.getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
228,192.168.64.11,13.224.245.62,23,33912,443,0x0304,0x304,assets.getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
233,192.168.64.11,13.224.245.62,25,33922,443,0x0304,0x304,assets.getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
232,192.168.64.11,13.224.245.62,21,33920,443,0x0304,0x304,assets.getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
231,192.168.64.11,13.224.245.62,18,33918,443,0x0304,0x304,assets.getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
230,192.168.64.11,13.224.245.62,10,33916,443,0x0304,0x304,assets.getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
234,192.168.64.11,104.16.149.64,18,39724,443,0x0304,0x304,cdn.cookielaw.org,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
235,192.168.64.11,142.250.187.234,14,42696,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,52,02aa4679df284f240695da144b70c288
237,192.168.64.11,13.224.245.62,9,33930,443,0x0304,0x304,assets.getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
238,192.168.64.11,13.224.245.62,15,33932,443,0x0304,0x304,assets.getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
240,192.168.64.11,13.224.245.62,8,33936,443,0x0304,0x304,assets.getpocket.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
236,192.168.64.11,54.231.228.129,15,38004,443,0x0303,0x304,pocket-syndicated-publisher-logos.s3.amazonaws.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4953,2021-12-15 00:00:00 (UTC),2022-12-03 23:59:59 (UTC),19,579ccef312d18482fc42e2b822ca2430
239,192.168.64.11,54.231.228.129,20,38010,443,0x0303,0x304,pocket-syndicated-images.s3.amazonaws.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4953,2021-12-15 00:00:00 (UTC),2022-12-03 23:59:59 (UTC),19,579ccef312d18482fc42e2b822ca2430
241,192.168.64.11,34.120.195.249,14,43582,443,0x0304,0x304,o28549.ingest.sentry.io,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
244,192.168.64.11,138.199.37.227,17,33162,443,0x0304,0x304,a.omappapi.com,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
245,192.168.64.11,13.224.245.99,13,39686,443,0x0304,0x304,api.omappapi.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
246,192.168.64.11,142.250.178.2,19,39310,443,0x0304,0x304,securepubads.g.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
247,192.168.64.11,142.250.179.238,20,55856,443,0x0304,0x304,www.google-analytics.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
248,192.168.64.11,142.250.178.2,12,39314,443,0x0304,0x304,securepubads.g.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
249,192.168.64.11,172.64.146.158,14,50806,443,0x0304,0x304,geolocation.onetrust.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
258,192.168.64.11,108.156.28.32,9,36350,443,0x0304,0x304,pocket-image-cache.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
257,192.168.64.11,108.156.28.32,20,36348,443,0x0304,0x304,pocket-image-cache.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
256,192.168.64.11,108.156.28.32,10,36346,443,0x0304,0x304,pocket-image-cache.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
255,192.168.64.11,108.156.28.32,10,36344,443,0x0304,0x304,pocket-image-cache.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
254,192.168.64.11,108.156.28.32,10,36342,443,0x0304,0x304,pocket-image-cache.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
250,192.168.64.11,54.231.228.129,12,38032,443,0x0303,0x304,pocket-syndicated-publisher-logos.s3.amazonaws.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4953,2021-12-15 00:00:00 (UTC),2022-12-03 23:59:59 (UTC),19,579ccef312d18482fc42e2b822ca2430
251,192.168.64.11,54.231.228.129,14,38034,443,0x0303,0x304,pocket-syndicated-publisher-logos.s3.amazonaws.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4953,2021-12-15 00:00:00 (UTC),2022-12-03 23:59:59 (UTC),19,579ccef312d18482fc42e2b822ca2430
252,192.168.64.11,54.231.228.129,15,38036,443,0x0303,0x304,pocket-syndicated-publisher-logos.s3.amazonaws.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4953,2021-12-15 00:00:00 (UTC),2022-12-03 23:59:59 (UTC),19,579ccef312d18482fc42e2b822ca2430
253,192.168.64.11,54.231.228.129,12,38038,443,0x0303,0x304,pocket-syndicated-publisher-logos.s3.amazonaws.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,4953,2021-12-15 00:00:00 (UTC),2022-12-03 23:59:59 (UTC),19,579ccef312d18482fc42e2b822ca2430
259,192.168.64.11,52.84.93.120,16,34394,443,0x0304,0x304,www.fatherly.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
261,192.168.64.11,18.164.68.113,40,54772,443,0x0304,0x304,cdn2c.bustle.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
260,192.168.64.11,18.164.68.113,7,54770,443,0x0304,0x304,cdn2c.bustle.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
266,192.168.64.11,104.22.27.137,40,51398,443,0x0304,0x304,cdn2.bustle.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
265,192.168.64.11,104.22.27.137,7,51396,443,0x0304,0x304,cdn2.bustle.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
264,192.168.64.11,104.22.27.137,9,51394,443,0x0304,0x304,cdn2.bustle.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
263,192.168.64.11,104.22.27.137,7,51392,443,0x0304,0x304,cdn2.bustle.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
262,192.168.64.11,104.22.27.137,7,51390,443,0x0304,0x304,cdn2.bustle.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
267,192.168.64.11,151.101.62.208,8,55688,443,0x0303,0x304,imgix.bustle.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,4027,2022-06-07 23:32:01 (UTC),2023-07-09 23:32:00 (UTC),38,579ccef312d18482fc42e2b822ca2430
272,192.168.64.11,142.250.187.211,21,59434,443,0x0304,0x304,ev.api.bdg.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
273,192.168.64.11,142.250.187.211,9,59436,443,0x0304,0x304,ev.api.bdg.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
271,192.168.64.11,142.250.187.211,9,59432,443,0x0304,0x304,ev.api.bdg.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
270,192.168.64.11,142.250.187.211,9,59430,443,0x0304,0x304,ev.api.bdg.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
269,192.168.64.11,142.250.187.211,9,59428,443,0x0304,0x304,ev.api.bdg.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
268,192.168.64.11,142.250.187.211,9,59426,443,0x0304,0x304,ev.api.bdg.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
274,192.168.64.11,216.137.34.176,12,54684,443,0x0304,0x304,dyv1bugovvq1g.cloudfront.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
279,192.168.64.11,143.204.68.56,30,52098,443,0x0304,0x304,cmp.quantcast.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
278,192.168.64.11,142.250.178.2,20,39374,443,0x0304,0x304,securepubads.g.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
280,192.168.64.11,108.156.28.21,16,38750,443,0x0304,0x304,sb.scorecardresearch.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
282,192.168.64.11,142.250.179.238,15,55926,443,0x0304,0x304,www.google-analytics.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
281,192.168.64.11,108.156.28.21,9,38752,443,0x0304,0x304,sb.scorecardresearch.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
283,192.168.64.11,13.32.171.134,18,60922,443,0x0304,0x304,c.amazon-adsystem.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
284,192.168.64.11,143.204.68.101,9,48006,443,0x0304,0x304,quantcast.mgr.consensu.org,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
285,192.168.64.11,142.250.178.2,14,39388,443,0x0304,0x304,securepubads.g.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
286,192.168.64.11,66.102.1.155,15,45614,443,0x0304,0x304,stats.g.doubleclick.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
287,192.168.64.11,18.164.68.85,11,36266,443,0x0304,0x304,test.cmp.quantcast.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
289,192.168.64.11,23.222.56.60,19,57984,443,0x0304,0x304,secure.cdn.fastclick.net,17.0,False,True,6.0,2,29,0x1302,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
288,192.168.64.11,91.228.74.208,18,59212,443,0x0303,0x304,secure.quantserve.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,3039,2021-09-22 00:00:00 (UTC),2022-09-21 23:59:59 (UTC),34,579ccef312d18482fc42e2b822ca2430
290,192.168.64.11,142.250.187.228,16,47944,443,0x0304,0x304,www.google.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
291,192.168.64.11,142.250.180.3,14,46228,443,0x0304,0x304,www.google.co.uk,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
292,192.168.64.11,54.192.137.98,11,44160,443,0x0304,0x304,rules.quantcount.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
293,192.168.64.11,3.67.149.72,9,42222,443,0x0303,0x304,audit-tcfv2.cmp.quantcast.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5508,2022-06-24 19:02:34 (UTC),2022-09-22 19:02:33 (UTC),26,579ccef312d18482fc42e2b822ca2430
294,192.168.64.11,216.239.34.21,13,40388,443,0x0304,0x304,jelly.mdhv.io,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
295,192.168.64.11,52.36.164.126,7,41148,443,0x0303,0x304,location.services.mozilla.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2991,2022-01-12 00:00:00 (UTC),2023-02-11 23:59:59 (UTC),13,579ccef312d18482fc42e2b822ca2430
296,192.168.64.11,199.232.57.194,10,33476,443,0x0303,0x304,confiant-integrations.global.ssl.fastly.net,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2849,2022-07-09 09:01:41 (UTC),2022-07-16 09:01:41 (UTC),44,579ccef312d18482fc42e2b822ca2430
297,192.168.64.11,52.85.142.29,14,50510,443,0x0304,0x304,d15kdpgjg3unno.cloudfront.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
299,192.168.64.11,3.239.232.212,9,40508,443,0x0303,0x304,sqs.us-east-1.amazonaws.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,4,5003,2021-10-15 00:00:00 (UTC),2022-10-07 23:59:59 (UTC),19,579ccef312d18482fc42e2b822ca2430
300,192.168.64.11,151.101.61.52,15,51456,443,0x0303,0x304,www.theverge.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,3344,2022-07-09 09:06:29 (UTC),2022-07-16 09:06:29 (UTC),38,579ccef312d18482fc42e2b822ca2430
301,192.168.64.11,142.250.179.227,15,41048,443,0x0304,0x304,www.recaptcha.net,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
310,192.168.64.11,151.101.60.124,23,39076,443,0x0303,0x304,cdn.vox-cdn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2809,2022-07-09 09:11:00 (UTC),2022-07-16 09:11:00 (UTC),38,579ccef312d18482fc42e2b822ca2430
309,192.168.64.11,151.101.60.124,10,39074,443,0x0303,0x304,cdn.vox-cdn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2809,2022-07-09 09:11:00 (UTC),2022-07-16 09:11:00 (UTC),38,579ccef312d18482fc42e2b822ca2430
308,192.168.64.11,151.101.60.124,10,39072,443,0x0303,0x304,cdn.vox-cdn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2809,2022-04-13 19:42:06 (UTC),2023-05-15 19:42:05 (UTC),38,579ccef312d18482fc42e2b822ca2430
307,192.168.64.11,151.101.60.124,42,39070,443,0x0303,0x304,cdn.vox-cdn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2809,2022-07-09 09:11:00 (UTC),2022-07-16 09:11:00 (UTC),38,579ccef312d18482fc42e2b822ca2430
306,192.168.64.11,151.101.60.124,10,39068,443,0x0303,0x304,cdn.vox-cdn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2809,2022-04-13 19:42:06 (UTC),2023-05-15 19:42:05 (UTC),38,579ccef312d18482fc42e2b822ca2430
305,192.168.64.11,151.101.60.124,7,39066,443,0x0303,0x304,cdn.vox-cdn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2809,2022-04-13 19:42:06 (UTC),2023-05-15 19:42:05 (UTC),38,579ccef312d18482fc42e2b822ca2430
304,192.168.64.11,151.101.60.124,7,39064,443,0x0303,0x304,cdn.vox-cdn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2809,2022-04-13 19:42:06 (UTC),2023-05-15 19:42:05 (UTC),38,579ccef312d18482fc42e2b822ca2430
303,192.168.64.11,151.101.60.124,10,39062,443,0x0303,0x304,cdn.vox-cdn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2809,2022-04-13 19:42:06 (UTC),2023-05-15 19:42:05 (UTC),38,579ccef312d18482fc42e2b822ca2430
302,192.168.64.11,151.101.60.124,10,39060,443,0x0303,0x304,cdn.vox-cdn.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,2,2809,2022-04-13 19:42:06 (UTC),2023-05-15 19:42:05 (UTC),38,579ccef312d18482fc42e2b822ca2430
311,192.168.64.11,151.101.62.217,13,44724,443,0x0303,0x304,static.scroll.com,17.0,False,True,6.0,2,,0xc02f,29,1,4.0,3,4008,2022-06-26 23:44:06 (UTC),2022-09-24 23:44:05 (UTC),38,579ccef312d18482fc42e2b822ca2430
312,192.168.64.11,142.250.200.35,17,52688,443,0x0304,0x304,www.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
313,192.168.64.11,142.250.179.227,29,41072,443,0x0304,0x304,fonts.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
314,192.168.64.11,142.250.179.227,8,41074,443,0x0304,0x304,fonts.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
315,192.168.64.11,142.250.179.227,8,41076,443,0x0304,0x304,fonts.gstatic.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
316,192.168.64.11,108.138.232.42,87,49062,443,0x0304,0x304,www.amazon.co.uk,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
321,192.168.64.11,108.156.36.216,246,38756,443,0x0304,0x304,images-eu.ssl-images-amazon.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
317,192.168.64.11,108.156.36.216,10,38748,443,0x0304,0x304,images-eu.ssl-images-amazon.com,17.0,False,True,6.0,2,29,0x1301,29,1,4.0,,,,,46,579ccef312d18482fc42e2b822ca2430
